"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"20F","PUB HLT","C150","1","B-",1,122,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,2.7
"20F","PUB HLT","C150","1","C",2,122,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,2
"20F","PUB HLT","C150","1","C-",1,122,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,1.7
"20F","PUB HLT","C150","1","D",1,122,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,1
"20F","PUB HLT","C150","1","I",1,122,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,0
"20F","PUB HLT","200A","1","A+",5,133,"ARALIS, H.J.",1,"Foundations in Public Health",260,4
"20F","PUB HLT","200A","1","A",125,133,"ARALIS, H.J.",1,"Foundations in Public Health",260,4
"20F","PUB HLT","200A","1","A-",1,133,"ARALIS, H.J.",1,"Foundations in Public Health",260,3.7
"20F","PUB HLT","200A","1","B+",2,133,"ARALIS, H.J.",1,"Foundations in Public Health",260,3.3
"20F","PUB HLT","C201","2","A",23,33,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,4
"20F","PUB HLT","C201","2","A-",7,33,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,3.7
"20F","PUB HLT","C201","2","B+",2,33,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,3.3
"20F","PUB HLT","C201","2","S",1,33,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,0
"20F","PUB HLT","C201","80","A+",12,28,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,4
"20F","PUB HLT","C201","80","A",15,28,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,4
"20F","PUB HLT","C201","80","I",1,28,"SHAFIR, S.C.",1,"Fundamentals of Public Health",260,0
"20F","PUB HLT","495","1","S",18,18,"YZQUIERDO, E.",1,"Preparation for Teaching Public Health",260,0
"20F","PUB PLC","201","1","A+",7,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,4
"20F","PUB PLC","201","1","A",13,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,4
"20F","PUB PLC","201","1","A-",23,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,3.7
"20F","PUB PLC","201","1","B+",8,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,3.3
"20F","PUB PLC","201","1","B",1,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,3
"20F","PUB PLC","201","1","I",4,56,"PARK, R.",1,"Principles of Microeconomic Theory I",260,0
"20F","PUB PLC","M201A","1","A",7,15,"COMANOR, W.S.",1,"Microeconomic Analysis for Public Health and Policy",260,4
"20F","PUB PLC","M201A","1","A-",5,15,"COMANOR, W.S.",1,"Microeconomic Analysis for Public Health and Policy",260,3.7
"20F","PUB PLC","M201A","1","B+",2,15,"COMANOR, W.S.",1,"Microeconomic Analysis for Public Health and Policy",260,3.3
"20F","PUB PLC","M201A","1","B",1,15,"COMANOR, W.S.",1,"Microeconomic Analysis for Public Health and Policy",260,3
"20F","PUB PLC","203","1","A+",1,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,4
"20F","PUB PLC","203","1","A",34,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,4
"20F","PUB PLC","203","1","A-",21,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,3.7
"20F","PUB PLC","203","1","B+",2,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,3.3
"20F","PUB PLC","203","1","B",7,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,3
"20F","PUB PLC","203","1","B-",1,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,2.7
"20F","PUB PLC","203","1","C+",1,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,2.3
"20F","PUB PLC","203","1","C",6,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,2
"20F","PUB PLC","203","1","F",1,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,0
"20F","PUB PLC","203","1","S",1,75,"STEINERT-THRELKELD",1,"Statistical Methods of Policy Analysis I",260,0
"20F","PUB PLC","209","1","A",42,59,"MURTAUGH, K.S.",1,"Management in the 21st Century",260,4
"20F","PUB PLC","209","1","A-",12,59,"MURTAUGH, K.S.",1,"Management in the 21st Century",260,3.7
"20F","PUB PLC","209","1","B+",1,59,"MURTAUGH, K.S.",1,"Management in the 21st Century",260,3.3
"20F","PUB PLC","209","1","B-",1,59,"MURTAUGH, K.S.",1,"Management in the 21st Century",260,2.7
"20F","PUB PLC","209","1","S",3,59,"MURTAUGH, K.S.",1,"Management in the 21st Century",260,0
"20F","PUB PLC","225","1","A",10,10,"PHILLIPS, M.",1,"Education Policy and Education Inequality",260,4
"20F","PUB PLC","291A","1","A",16,27,"PANOFSKY, A.L.",1,"Public Policy Variable Topics Seminar",260,4
"20F","PUB PLC","291A","1","A-",7,27,"PANOFSKY, A.L.",1,"Public Policy Variable Topics Seminar",260,3.7
"20F","PUB PLC","291A","1","B+",2,27,"PANOFSKY, A.L.",1,"Public Policy Variable Topics Seminar",260,3.3
"20F","PUB PLC","291A","1","S",2,27,"PANOFSKY, A.L.",1,"Public Policy Variable Topics Seminar",260,0
"20F","PUB PLC","291A","3","A",22,25,"BARRETO, M.A.",1,"Public Policy Variable Topics Seminar",260,4
"20F","PUB PLC","291A","3","I",1,25,"BARRETO, M.A.",1,"Public Policy Variable Topics Seminar",260,0
"20F","PUB PLC","291A","3","S",2,25,"BARRETO, M.A.",1,"Public Policy Variable Topics Seminar",260,0
"20F","PUB PLC","291A","4","A+",3,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,4
"20F","PUB PLC","291A","4","A",3,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,4
"20F","PUB PLC","291A","4","A-",7,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,3.7
"20F","PUB PLC","291A","4","B+",1,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,3.3
"20F","PUB PLC","291A","4","B-",1,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,2.7
"20F","PUB PLC","291A","4","S",4,19,"CHRISTENSEN, D.E.",1,"Public Policy Variable Topics Seminar",260,0
"20F","PUB PLC","297B","1","S",10,10,"GILENS, M.I.",3,"Public Policy Analysis Lectures",260,0
"20F","PUB PLC","M297F","1","S",28,28,"KIM, A.L.",3,"Career Planning and Management",260,0
"20F","PUB PLC","298A","1","S",58,58,"AKEE, R.K.",1,"Applied Policy Project I",260,0
"20F","RELIGN","M10","1","A",7,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,4
"20F","RELIGN","M10","1","A-",2,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,3.7
"20F","RELIGN","M10","1","B+",5,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,3.3
"20F","RELIGN","M10","1","B",2,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,3
"20F","RELIGN","M10","1","B-",2,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,2.7
"20F","RELIGN","M10","1","C-",1,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,1.7
"20F","RELIGN","M10","1","F",1,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,0
"20F","RELIGN","M10","1","I",1,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,0
"20F","RELIGN","M10","1","P",2,23,"BONESHO, C.E.",1,"Introduction to Judaism",260,-1
"20F","RELIGN","11","1","A+",36,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,4
"20F","RELIGN","11","1","A",36,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,4
"20F","RELIGN","11","1","A-",10,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,3.7
"20F","RELIGN","11","1","B+",1,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,3.3
"20F","RELIGN","11","1","C",1,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,2
"20F","RELIGN","11","1","I",2,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,0
"20F","RELIGN","11","1","P",5,91,"JOSEPH, S.J.",1,"Religion in Los Angeles",260,-1
"20F","RELIGN","M20","1","A",47,92,"SAYEED, A.",1,"Introduction to Islam",260,4
"20F","RELIGN","M20","1","A-",11,92,"SAYEED, A.",1,"Introduction to Islam",260,3.7
"20F","RELIGN","M20","1","B+",4,92,"SAYEED, A.",1,"Introduction to Islam",260,3.3
"20F","RELIGN","M20","1","B",3,92,"SAYEED, A.",1,"Introduction to Islam",260,3
"20F","RELIGN","M20","1","B-",3,92,"SAYEED, A.",1,"Introduction to Islam",260,2.7
"20F","RELIGN","M20","1","C+",3,92,"SAYEED, A.",1,"Introduction to Islam",260,2.3
"20F","RELIGN","M20","1","C",4,92,"SAYEED, A.",1,"Introduction to Islam",260,2
"20F","RELIGN","M20","1","C-",1,92,"SAYEED, A.",1,"Introduction to Islam",260,1.7
"20F","RELIGN","M20","1","D-",2,92,"SAYEED, A.",1,"Introduction to Islam",260,0.7
"20F","RELIGN","M20","1","F",1,92,"SAYEED, A.",1,"Introduction to Islam",260,0
"20F","RELIGN","M20","1","I",1,92,"SAYEED, A.",1,"Introduction to Islam",260,0
"20F","RELIGN","M20","1","NP",2,92,"SAYEED, A.",1,"Introduction to Islam",260,-2
"20F","RELIGN","M20","1","P",10,92,"SAYEED, A.",1,"Introduction to Islam",260,-1
"20F","RELIGN","55","1","A",20,33,"GILLESPIE, R.T.",1,"Spirit of Medicine",260,4
"20F","RELIGN","55","1","A-",8,33,"GILLESPIE, R.T.",1,"Spirit of Medicine",260,3.7
"20F","RELIGN","55","1","P",5,33,"GILLESPIE, R.T.",1,"Spirit of Medicine",260,-1
"20F","RELIGN","M60W","1","A",10,14,"LIPPIT, S.M.",3,"Introduction to Buddhism",260,4
"20F","RELIGN","M60W","1","A-",3,14,"LIPPIT, S.M.",3,"Introduction to Buddhism",260,3.7
"20F","RELIGN","M60W","1","P",1,14,"LIPPIT, S.M.",3,"Introduction to Buddhism",260,-1
"20F","RELIGN","M105A","1","A+",1,16,"SAIEDI, N.",1,"Bah‡'’ Faith in Iran: Historical and Sociological Survey",260,4
"20F","RELIGN","M105A","1","A",14,16,"SAIEDI, N.",1,"Bah‡'’ Faith in Iran: Historical and Sociological Survey",260,4
"20F","RELIGN","M105A","1","B+",1,16,"SAIEDI, N.",1,"Bah‡'’ Faith in Iran: Historical and Sociological Survey",260,3.3
"20F","RELIGN","110","1","A+",14,35,"JOSEPH, S.J.",1,"Religion and Violence",260,4
"20F","RELIGN","110","1","A",15,35,"JOSEPH, S.J.",1,"Religion and Violence",260,4
"20F","RELIGN","110","1","A-",3,35,"JOSEPH, S.J.",1,"Religion and Violence",260,3.7
"20F","RELIGN","110","1","B+",1,35,"JOSEPH, S.J.",1,"Religion and Violence",260,3.3
"20F","RELIGN","110","1","C",1,35,"JOSEPH, S.J.",1,"Religion and Violence",260,2
"20F","RELIGN","110","1","I",1,35,"JOSEPH, S.J.",1,"Religion and Violence",260,0
"20F","RELIGN","M132","1","A+",23,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,4
"20F","RELIGN","M132","1","A",33,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,4
"20F","RELIGN","M132","1","A-",10,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,3.7
"20F","RELIGN","M132","1","B+",5,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,3.3
"20F","RELIGN","M132","1","B-",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2.7
"20F","RELIGN","M132","1","C+",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2.3
"20F","RELIGN","M132","1","C",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2
"20F","RELIGN","M132","1","C-",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,1.7
"20F","RELIGN","M132","1","F",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,0
"20F","RELIGN","M132","1","NP",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,-2
"20F","RELIGN","M132","1","P",1,78,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,-1
"20F","RELIGN","191","1","A",10,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,4
"20F","RELIGN","191","1","A-",3,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,3.7
"20F","RELIGN","191","1","B+",2,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,3.3
"20F","RELIGN","191","1","B",2,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,3
"20F","RELIGN","191","1","NP",1,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,-2
"20F","RELIGN","191","1","P",1,19,"BAKHOS, C.A.",1,"Variable Topics Research Seminars: Study of Religion",260,-1
"20F","ROMANIA","101A","1","A+",3,16,"GALATEANU, G.",1,"Elementary Romanian",260,4
"20F","ROMANIA","101A","1","A",12,16,"GALATEANU, G.",1,"Elementary Romanian",260,4
"20F","ROMANIA","101A","1","A-",1,16,"GALATEANU, G.",1,"Elementary Romanian",260,3.7
"20F","RUSSN","1","1","A+",3,15,"KUDYMA, A.",3,"Elementary Russian",260,4
"","","","","",NA,NA,"",NA,"",NA,0
"20F","RUSSN","1","1","A",3,15,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","1","A-",5,15,"KUDYMA, A.",3,"Elementary Russian",260,3.7
"20F","RUSSN","1","1","B-",1,15,"KUDYMA, A.",3,"Elementary Russian",260,2.7
"20F","RUSSN","1","1","C",1,15,"KUDYMA, A.",3,"Elementary Russian",260,2
"20F","RUSSN","1","1","NP",1,15,"KUDYMA, A.",3,"Elementary Russian",260,-2
"20F","RUSSN","1","1","P",1,15,"KUDYMA, A.",3,"Elementary Russian",260,-1
"20F","RUSSN","1","2","A+",7,11,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","2","A",2,11,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","2","A-",1,11,"KUDYMA, A.",3,"Elementary Russian",260,3.7
"20F","RUSSN","1","2","B-",1,11,"KUDYMA, A.",3,"Elementary Russian",260,2.7
"20F","RUSSN","1","3","A+",4,15,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","3","A",8,15,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","3","A-",2,15,"KUDYMA, A.",3,"Elementary Russian",260,3.7
"20F","RUSSN","1","3","S",1,15,"KUDYMA, A.",3,"Elementary Russian",260,0
"20F","RUSSN","1","4","A+",3,14,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","4","A",7,14,"KUDYMA, A.",3,"Elementary Russian",260,4
"20F","RUSSN","1","4","A-",2,14,"KUDYMA, A.",3,"Elementary Russian",260,3.7
"20F","RUSSN","1","4","B+",1,14,"KUDYMA, A.",3,"Elementary Russian",260,3.3
"20F","RUSSN","1","4","B",1,14,"KUDYMA, A.",3,"Elementary Russian",260,3
"20F","RUSSN","4","1","A",6,11,"KUDYMA, A.",3,"Intermediate Russian",260,4
"20F","RUSSN","4","1","A-",3,11,"KUDYMA, A.",3,"Intermediate Russian",260,3.7
"20F","RUSSN","4","1","F",1,11,"KUDYMA, A.",3,"Intermediate Russian",260,0
"20F","RUSSN","4","1","P",1,11,"KUDYMA, A.",3,"Intermediate Russian",260,-1
"20F","RUSSN","90B","1","A+",21,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,4
"20F","RUSSN","90B","1","A",15,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,4
"20F","RUSSN","90B","1","A-",1,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,3.7
"20F","RUSSN","90B","1","D",1,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,1
"20F","RUSSN","90B","1","I",2,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,0
"20F","RUSSN","90B","1","P",4,44,"SHNEYDER, V.",1,"Russian Civilization in 20th Century",260,-1
"20F","RUSSN","100A","1","A+",4,21,"KUDYMA, A.",3,"Literacy in Russian",260,4
"20F","RUSSN","100A","1","A",13,21,"KUDYMA, A.",3,"Literacy in Russian",260,4
"20F","RUSSN","100A","1","A-",4,21,"KUDYMA, A.",3,"Literacy in Russian",260,3.7
"20F","RUSSN","101A","1","A+",2,13,"KRESIN, S.C.",1,"Third-Year Russian",260,4
"20F","RUSSN","101A","1","A",6,13,"KRESIN, S.C.",1,"Third-Year Russian",260,4
"20F","RUSSN","101A","1","A-",3,13,"KRESIN, S.C.",1,"Third-Year Russian",260,3.7
"20F","RUSSN","101A","1","B+",1,13,"KRESIN, S.C.",1,"Third-Year Russian",260,3.3
"20F","RUSSN","101A","1","I",1,13,"KRESIN, S.C.",1,"Third-Year Russian",260,0
"20F","RUSSN","C124C","1","A",7,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,4
"20F","RUSSN","C124C","1","A-",11,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,3.7
"20F","RUSSN","C124C","1","B+",2,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,3.3
"20F","RUSSN","C124C","1","B",1,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,3
"20F","RUSSN","C124C","1","B-",1,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,2.7
"20F","RUSSN","C124C","1","C",1,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,2
"20F","RUSSN","C124C","1","I",1,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,0
"20F","RUSSN","C124C","1","P",2,26,"FURMAN, Y.",1,"Studies in Russian Literature: Chekhov",260,-1
"20F","S ASIAN","110A","1","A+",6,18,"JAMISON, S.",1,"Elementary Sanskrit",260,4
"20F","S ASIAN","110A","1","A",7,18,"JAMISON, S.",1,"Elementary Sanskrit",260,4
"20F","S ASIAN","110A","1","A-",1,18,"JAMISON, S.",1,"Elementary Sanskrit",260,3.7
"20F","S ASIAN","110A","1","P",4,18,"JAMISON, S.",1,"Elementary Sanskrit",260,-1
"20F","SCAND","1","1","A+",1,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,4
"20F","SCAND","1","1","A",2,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,4
"20F","SCAND","1","1","A-",3,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,3.7
"20F","SCAND","1","1","B+",3,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,3.3
"20F","SCAND","1","1","B",3,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,3
"20F","SCAND","1","1","C+",2,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,2.3
"20F","SCAND","1","1","P",2,16,"KARLSSON, E.J.",1,"Elementary Swedish",260,-1
"20F","SCAND","40","1","A+",8,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,4
"20F","SCAND","40","1","A",39,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,4
"20F","SCAND","40","1","A-",19,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3.7
"20F","SCAND","40","1","B+",20,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3.3
"20F","SCAND","40","1","B",10,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3
"20F","SCAND","40","1","B-",5,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,2.7
"20F","SCAND","40","1","C+",1,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,2.3
"20F","SCAND","40","1","C",1,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,2
"20F","SCAND","40","1","C-",1,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,1.7
"20F","SCAND","40","1","F",1,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,0
"20F","SCAND","40","1","I",1,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,0
"20F","SCAND","40","1","NP",3,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,-2
"20F","SCAND","40","1","P",15,124,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,-1
"20F","SCAND","40W","1","A+",10,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,4
"20F","SCAND","40W","1","A",11,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,4
"20F","SCAND","40W","1","A-",10,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3.7
"20F","SCAND","40W","1","B+",5,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3.3
"20F","SCAND","40W","1","B",2,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,3
"20F","SCAND","40W","1","B-",1,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,2.7
"20F","SCAND","40W","1","P",5,44,"BALL, K.A.",1,"Heroic Journey in Northern Myth, Legend, and Epic",260,-1
"20F","SCAND","50","1","A+",10,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,4
"20F","SCAND","50","1","A",264,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,4
"20F","SCAND","50","1","A-",10,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,3.7
"20F","SCAND","50","1","B+",6,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,3.3
"20F","SCAND","50","1","B",3,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,3
"20F","SCAND","50","1","B-",1,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,2.7
"20F","SCAND","50","1","C+",2,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,2.3
"20F","SCAND","50","1","P",2,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,-1
"20F","SCAND","50","1","DR",1,299,"WEN, P.J.",1,"Introduction to Scandinavian Literatures and Cultures",260,0
"20F","SCAND","134","1","A+",5,33,"BALL, K.A.",1,"Scandinavian Mythology",260,4
"20F","SCAND","134","1","A",6,33,"BALL, K.A.",1,"Scandinavian Mythology",260,4
"20F","SCAND","134","1","A-",6,33,"BALL, K.A.",1,"Scandinavian Mythology",260,3.7
"20F","SCAND","134","1","B+",3,33,"BALL, K.A.",1,"Scandinavian Mythology",260,3.3
"20F","SCAND","134","1","B",5,33,"BALL, K.A.",1,"Scandinavian Mythology",260,3
"20F","SCAND","134","1","B-",3,33,"BALL, K.A.",1,"Scandinavian Mythology",260,2.7
"20F","SCAND","134","1","C+",1,33,"BALL, K.A.",1,"Scandinavian Mythology",260,2.3
"20F","SCAND","134","1","C",1,33,"BALL, K.A.",1,"Scandinavian Mythology",260,2
"20F","SCAND","134","1","D+",1,33,"BALL, K.A.",1,"Scandinavian Mythology",260,1.3
"20F","SCAND","134","1","NP",1,33,"BALL, K.A.",1,"Scandinavian Mythology",260,-2
"20F","SCAND","134","1","P",1,33,"BALL, K.A.",1,"Scandinavian Mythology",260,-1
"20F","SCAND","141C","1","A+",1,38,"WEN, P.J.",1,"Short Story in Scandinavia",260,4
"20F","SCAND","141C","1","A",34,38,"WEN, P.J.",1,"Short Story in Scandinavia",260,4
"20F","SCAND","141C","1","A-",1,38,"WEN, P.J.",1,"Short Story in Scandinavia",260,3.7
"20F","SCAND","141C","1","P",2,38,"WEN, P.J.",1,"Short Story in Scandinavia",260,-1
"20F","SCAND","143C","1","A+",8,34,"WEN, P.J.",1,"Scandinavian Crime Literature",260,4
"20F","SCAND","143C","1","A",26,34,"WEN, P.J.",1,"Scandinavian Crime Literature",260,4
"20F","SCAND","C145A","1","A+",22,32,"LUNDE, A.O.",1,"Henrik Ibsen",260,4
"20F","SCAND","C145A","1","A",9,32,"LUNDE, A.O.",1,"Henrik Ibsen",260,4
"20F","SCAND","C145A","1","P",1,32,"LUNDE, A.O.",1,"Henrik Ibsen",260,-1
"20F","SCAND","161","1","A+",38,41,"LUNDE, A.O.",1,"Introduction to Nordic Cinema",260,4
"20F","SCAND","161","1","A",3,41,"LUNDE, A.O.",1,"Introduction to Nordic Cinema",260,4
"20F","SCI EDU","1SL","1","I",1,18,"HENEISE, R.A.",1,"Classroom Practices in Elementary School Science",260,0
"20F","SCI EDU","1SL","1","P",17,18,"HENEISE, R.A.",1,"Classroom Practices in Elementary School Science",260,-1
"20F","SCI EDU","1SL","2","P",14,14,"GENTILE, S.I.",1,"Classroom Practices in Elementary School Science",260,-1
"20F","SCI EDU","10SL","1","P",25,25,"RUSSELL, A.A.",1,"Classroom Practices in Middle School Science",260,-1
"20F","SEASIAN","70","1","A",28,28,"DUTTON, G.E.",1,"Modern Southeast Asian Literature",260,4
"20F","SEASIAN","135","1","A",36,36,"DUTTON, G.E.",1,"Religion and Society in Southeast Asia",260,4
"20F","SOC GEN","19","1","P",19,19,"LYNCH, J.W.",1,"Fiat Lux Freshman Seminars",260,-1
"20F","SOC GEN","19","2","P",16,16,"VENKAT, B.J.",1,"Fiat Lux Freshman Seminars",260,-1
"20F","SOC GEN","85","1","A",49,59,"VENKAT, B.J.",1,"Critical Study of Health, Sickness, and Healing in Global Perspective",260,4
"20F","SOC GEN","85","1","A-",5,59,"VENKAT, B.J.",1,"Critical Study of Health, Sickness, and Healing in Global Perspective",260,3.7
"20F","SOC GEN","85","1","B+",4,59,"VENKAT, B.J.",1,"Critical Study of Health, Sickness, and Healing in Global Perspective",260,3.3
"20F","SOC GEN","85","1","B-",1,59,"VENKAT, B.J.",1,"Critical Study of Health, Sickness, and Healing in Global Perspective",260,2.7
"20F","SOC GEN","108","1","A+",25,25,"RENSEL, M.A.",1,"Human Biology, Genetics, and Society",260,4
"20F","SOC GEN","M136","1","A+",20,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,4
"20F","SOC GEN","M136","1","A",20,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,4
"20F","SOC GEN","M136","1","A-",11,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,3.7
"20F","SOC GEN","M136","1","B+",1,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,3.3
"20F","SOC GEN","M136","1","B",1,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,3
"20F","SOC GEN","M136","1","B-",1,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,2.7
"20F","SOC GEN","M136","1","C+",1,57,"LANDECKER, H.L.",1,"Eating Society: Science and Politics of Food from Individual to Planetary Health",260,2.3
