"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"19F","A&O SCI","1","1","A+",21,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",4
"19F","A&O SCI","1","1","A",31,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",4
"19F","A&O SCI","1","1","A-",14,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",3.7
"19F","A&O SCI","1","1","B+",12,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",3.3
"19F","A&O SCI","1","1","B",5,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",3
"19F","A&O SCI","1","1","B-",2,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",2.7
"19F","A&O SCI","1","1","C+",7,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",2.3
"19F","A&O SCI","1","1","C",1,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",2
"19F","A&O SCI","1","1","C-",1,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",1.7
"19F","A&O SCI","1","1","P",5,99,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy","255",-1
"19F","A&O SCI","1L","1","A+",12,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",4
"19F","A&O SCI","1L","1","A",2,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",4
"19F","A&O SCI","1L","1","A-",1,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",3.7
"19F","A&O SCI","1L","1","B+",1,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",3.3
"19F","A&O SCI","1L","1","B",1,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",3
"19F","A&O SCI","1L","1","C-",1,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",1.7
"19F","A&O SCI","1L","1","P",1,19,"BIANCHI, D.","1","Climate Change: From Puzzles to Policy--Laboratory","255",-1
"19F","A&O SCI","2","1","A",11,120,"LEW, J.K.","1","Air Pollution","255",4
"19F","A&O SCI","2","1","A-",4,120,"LEW, J.K.","1","Air Pollution","255",3.7
"19F","A&O SCI","2","1","B+",6,120,"LEW, J.K.","1","Air Pollution","255",3.3
"19F","A&O SCI","2","1","B",40,120,"LEW, J.K.","1","Air Pollution","255",3
"19F","A&O SCI","2","1","B-",6,120,"LEW, J.K.","1","Air Pollution","255",2.7
"19F","A&O SCI","2","1","C+",5,120,"LEW, J.K.","1","Air Pollution","255",2.3
"19F","A&O SCI","2","1","C",18,120,"LEW, J.K.","1","Air Pollution","255",2
"19F","A&O SCI","2","1","C-",2,120,"LEW, J.K.","1","Air Pollution","255",1.7
"19F","A&O SCI","2","1","D+",1,120,"LEW, J.K.","1","Air Pollution","255",1.3
"19F","A&O SCI","2","1","D",2,120,"LEW, J.K.","1","Air Pollution","255",1
"19F","A&O SCI","2","1","F",6,120,"LEW, J.K.","1","Air Pollution","255",0
"19F","A&O SCI","2","1","NP",4,120,"LEW, J.K.","1","Air Pollution","255",-2
"19F","A&O SCI","2","1","P",15,120,"LEW, J.K.","1","Air Pollution","255",-1
"19F","A&O SCI","2L","1","A",3,21,"LEW, J.K.","1","Air Pollution Laboratory","255",4
"19F","A&O SCI","2L","1","B+",2,21,"LEW, J.K.","1","Air Pollution Laboratory","255",3.3
"19F","A&O SCI","2L","1","B",7,21,"LEW, J.K.","1","Air Pollution Laboratory","255",3
"19F","A&O SCI","2L","1","B-",1,21,"LEW, J.K.","1","Air Pollution Laboratory","255",2.7
"19F","A&O SCI","2L","1","C",4,21,"LEW, J.K.","1","Air Pollution Laboratory","255",2
"19F","A&O SCI","2L","1","C-",1,21,"LEW, J.K.","1","Air Pollution Laboratory","255",1.7
"19F","A&O SCI","2L","1","P",3,21,"LEW, J.K.","1","Air Pollution Laboratory","255",-1
"19F","A&O SCI","3","1","A",6,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",4
"19F","A&O SCI","3","1","B+",2,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",3.3
"19F","A&O SCI","3","1","B",9,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",3
"19F","A&O SCI","3","1","B-",2,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",2.7
"19F","A&O SCI","3","1","C+",2,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",2.3
"19F","A&O SCI","3","1","C",3,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",2
"19F","A&O SCI","3","1","D",2,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",1
"19F","A&O SCI","3","1","F",1,27,"LEW, J.K.","1","Introduction to Atmospheric Environment","255",0
"19F","A&O SCI","101","1","A+",2,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",4
"19F","A&O SCI","101","1","A",4,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",4
"19F","A&O SCI","101","1","A-",6,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",3.7
"19F","A&O SCI","101","1","B+",4,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",3.3
"19F","A&O SCI","101","1","B",5,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",3
"19F","A&O SCI","101","1","B-",2,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",2.7
"19F","A&O SCI","101","1","C+",3,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",2.3
"19F","A&O SCI","101","1","C",1,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",2
"19F","A&O SCI","101","1","C-",3,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",1.7
"19F","A&O SCI","101","1","D",1,31,"KOK, J.F.","1","Fundamentals of Atmospheric Dynamics and Thermodynamics","255",1
"19F","A&O SCI","103","1","A+",5,49,"STEWART, A.L.","1","Physical Oceanography","255",4
"19F","A&O SCI","103","1","A",9,49,"STEWART, A.L.","1","Physical Oceanography","255",4
"19F","A&O SCI","103","1","A-",8,49,"STEWART, A.L.","1","Physical Oceanography","255",3.7
"19F","A&O SCI","103","1","B+",9,49,"STEWART, A.L.","1","Physical Oceanography","255",3.3
"19F","A&O SCI","103","1","B",6,49,"STEWART, A.L.","1","Physical Oceanography","255",3
"19F","A&O SCI","103","1","B-",4,49,"STEWART, A.L.","1","Physical Oceanography","255",2.7
"19F","A&O SCI","103","1","C+",6,49,"STEWART, A.L.","1","Physical Oceanography","255",2.3
"19F","A&O SCI","103","1","C-",2,49,"STEWART, A.L.","1","Physical Oceanography","255",1.7
"19F","A&O SCI","C160","1","A+",3,12,"LIOU, K.","1","Remote Sensing of Atmosphere and Oceans","255",4
"19F","A&O SCI","C160","1","A",4,12,"LIOU, K.","1","Remote Sensing of Atmosphere and Oceans","255",4
"19F","A&O SCI","C160","1","A-",4,12,"LIOU, K.","1","Remote Sensing of Atmosphere and Oceans","255",3.7
"19F","A&O SCI","C160","1","I",1,12,"LIOU, K.","1","Remote Sensing of Atmosphere and Oceans","255",0
"19F","A&O SCI","200A","1","A+",2,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",4
"19F","A&O SCI","200A","1","A",8,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",4
"19F","A&O SCI","200A","1","A-",1,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",3.7
"19F","A&O SCI","200A","1","B+",4,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",3.3
"19F","A&O SCI","200A","1","B",1,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",3
"19F","A&O SCI","200A","1","B-",3,19,"CHAMECKI, M.","1","Introduction to Atmospheric and Oceanic Fluid","255",2.7
"19F","A&O SCI","200B","1","A",6,16,"CHEN, G.","1","Introduction to Dynamics of Earth System","255",4
"19F","A&O SCI","200B","1","A-",5,16,"CHEN, G.","1","Introduction to Dynamics of Earth System","255",3.7
"19F","A&O SCI","200B","1","B+",3,16,"CHEN, G.","1","Introduction to Dynamics of Earth System","255",3.3
"19F","A&O SCI","200B","1","B",2,16,"CHEN, G.","1","Introduction to Dynamics of Earth System","255",3
"19F","A&O SCI","M203A","1","A+",4,17,"LI, Q.","1","Introduction to Atmospheric Chemistry","255",4
"19F","A&O SCI","M203A","1","A",13,17,"LI, Q.","1","Introduction to Atmospheric Chemistry","255",4
"19F","A&O SCI","270","1","B+",3,43,"SAIDE PERALTA, P.","1","Seminar: Atmospheric Sciences","255",3.3
"19F","A&O SCI","270","1","S",40,43,"SAIDE PERALTA, P.","1","Seminar: Atmospheric Sciences","255",0
"19F","AERO ST","A","1","P",51,51,"PLASCENCIA, K.","1","Leadership Laboratory","255",-1
"19F","AERO ST","1A","1","A",10,10,"LISCOMBE, J.R.","1","Heritage and Values","255",4
"19F","AERO ST","1A","2","A",10,11,"LISCOMBE, J.R.","1","Heritage and Values","255",4
"19F","AERO ST","1A","2","S",1,11,"LISCOMBE, J.R.","1","Heritage and Values","255",0
"19F","AERO ST","20A","2","A",10,10,"LISCOMBE, J.R.","1","Team and Leadership Fundamentals","255",4
"19F","AERO ST","140A","1","A+",6,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","255",4
"19F","AERO ST","140A","1","A",3,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","255",4
"19F","AERO ST","140A","1","A-",3,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","255",3.7
"19F","AERO ST","140A","1","B-",1,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","255",2.7
"19F","AF AMER","1","1","A+",49,183,"HUNTER, M.","1","Introduction to Black Studies","255",4
"19F","AF AMER","1","1","A",75,183,"HUNTER, M.","1","Introduction to Black Studies","255",4
"19F","AF AMER","1","1","A-",12,183,"HUNTER, M.","1","Introduction to Black Studies","255",3.7
"19F","AF AMER","1","1","B+",9,183,"HUNTER, M.","1","Introduction to Black Studies","255",3.3
"19F","AF AMER","1","1","B",11,183,"HUNTER, M.","1","Introduction to Black Studies","255",3
"19F","AF AMER","1","1","B-",9,183,"HUNTER, M.","1","Introduction to Black Studies","255",2.7
"19F","AF AMER","1","1","C+",4,183,"HUNTER, M.","1","Introduction to Black Studies","255",2.3
"19F","AF AMER","1","1","C",2,183,"HUNTER, M.","1","Introduction to Black Studies","255",2
"19F","AF AMER","1","1","C-",2,183,"HUNTER, M.","1","Introduction to Black Studies","255",1.7
"19F","AF AMER","1","1","D+",2,183,"HUNTER, M.","1","Introduction to Black Studies","255",1.3
"19F","AF AMER","1","1","D",2,183,"HUNTER, M.","1","Introduction to Black Studies","255",1
"19F","AF AMER","1","1","I",3,183,"HUNTER, M.","1","Introduction to Black Studies","255",0
"19F","AF AMER","1","1","P",3,183,"HUNTER, M.","1","Introduction to Black Studies","255",-1
"19F","AF AMER","M5","1","A+",87,235,"HUNTER, M.","1","Social Organization of Black Communities","255",4
"19F","AF AMER","M5","1","A",92,235,"HUNTER, M.","1","Social Organization of Black Communities","255",4
"19F","AF AMER","M5","1","A-",39,235,"HUNTER, M.","1","Social Organization of Black Communities","255",3.7
"19F","AF AMER","M5","1","B+",6,235,"HUNTER, M.","1","Social Organization of Black Communities","255",3.3
"19F","AF AMER","M5","1","B",5,235,"HUNTER, M.","1","Social Organization of Black Communities","255",3
"19F","AF AMER","M5","1","C+",3,235,"HUNTER, M.","1","Social Organization of Black Communities","255",2.3
"19F","AF AMER","M5","1","C",1,235,"HUNTER, M.","1","Social Organization of Black Communities","255",2
"19F","AF AMER","M5","1","C-",1,235,"HUNTER, M.","1","Social Organization of Black Communities","255",1.7
"19F","AF AMER","M5","1","I",1,235,"HUNTER, M.","1","Social Organization of Black Communities","255",0
"19F","AF AMER","19","1","P",14,14,"TURNER, P.A.","1","Fiat Lux Freshman Seminars","255",-1
"19F","AF AMER","19","2","P",13,13,"ALEXANDER, C.J.","1","Fiat Lux Freshman Seminars","255",-1
"19F","AF AMER","M104A","1","A",3,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",4
"19F","AF AMER","M104A","1","A-",6,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",3.7
"19F","AF AMER","M104A","1","B+",4,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",3.3
"19F","AF AMER","M104A","1","B",2,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",3
"19F","AF AMER","M104A","1","B-",2,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",2.7
"19F","AF AMER","M104A","1","C",4,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",2
"","","","","",NA,NA,"","","","",0
"19F","AF AMER","M104A","1","C-",1,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",1.7
"19F","AF AMER","M104A","1","D",1,23,"YARBOROUGH, R.A.","1","Early African American Literature","255",1
"19F","AF AMER","105B","1","A+",9,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",4
"19F","AF AMER","105B","1","A",7,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",4
"19F","AF AMER","105B","1","A-",6,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",3.7
"19F","AF AMER","105B","1","B+",4,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",3.3
"19F","AF AMER","105B","1","B",1,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",3
"19F","AF AMER","105B","1","B-",2,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",2.7
"19F","AF AMER","105B","1","C+",4,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",2.3
"19F","AF AMER","105B","1","I",2,35,"HUDSON, P.J.","1","Issues in Pan-African Biography and Autobiography","255",0
"19F","AF AMER","M120","1","A+",3,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",4
"19F","AF AMER","M120","1","A",9,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",4
"19F","AF AMER","M120","1","A-",7,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",3.7
"19F","AF AMER","M120","1","B+",6,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",3.3
"19F","AF AMER","M120","1","B",5,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",3
"19F","AF AMER","M120","1","B-",1,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",2.7
"19F","AF AMER","M120","1","I",4,35,"ALLEN, W.R.","1","Race, Inequality, and Public Policy","255",0
"19F","AF AMER","188A","2","A+",19,31,"EDU, U.F.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","2","A",5,31,"EDU, U.F.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","2","A-",4,31,"EDU, U.F.","1","Special Courses in African American Studies","255",3.7
"19F","AF AMER","188A","2","B",1,31,"EDU, U.F.","1","Special Courses in African American Studies","255",3
"19F","AF AMER","188A","2","C",2,31,"EDU, U.F.","1","Special Courses in African American Studies","255",2
"19F","AF AMER","188A","3","A+",37,65,"DUE, T.P.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","3","A",11,65,"DUE, T.P.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","3","A-",8,65,"DUE, T.P.","1","Special Courses in African American Studies","255",3.7
"19F","AF AMER","188A","3","B+",6,65,"DUE, T.P.","1","Special Courses in African American Studies","255",3.3
"19F","AF AMER","188A","3","B",2,65,"DUE, T.P.","1","Special Courses in African American Studies","255",3
"19F","AF AMER","188A","3","P",1,65,"DUE, T.P.","1","Special Courses in African American Studies","255",-1
"19F","AF AMER","188A","4","A+",8,18,"LYTLE HERNANDEZ, K","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","4","A",8,18,"LYTLE HERNANDEZ, K","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","4","B+",1,18,"LYTLE HERNANDEZ, K","1","Special Courses in African American Studies","255",3.3
"19F","AF AMER","188A","4","B-",1,18,"LYTLE HERNANDEZ, K","1","Special Courses in African American Studies","255",2.7
"19F","AF AMER","188A","6","A+",7,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","6","A",15,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",4
"19F","AF AMER","188A","6","A-",8,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",3.7
"19F","AF AMER","188A","6","B+",4,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",3.3
"19F","AF AMER","188A","6","B",1,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",3
"19F","AF AMER","188A","6","C-",1,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",1.7
"19F","AF AMER","188A","6","D-",1,37,"BONNER, L.D.","1","Special Courses in African American Studies","255",0.7
"19F","AF AMER","C191","2","A+",12,14,"EDU, U.F.","1","Variable Topics Research Seminars: Afro-American Studies","255",4
"19F","AF AMER","C191","2","A",1,14,"EDU, U.F.","1","Variable Topics Research Seminars: Afro-American Studies","255",4
"19F","AF AMER","C191","2","C",1,14,"EDU, U.F.","1","Variable Topics Research Seminars: Afro-American Studies","255",2
"19F","AF AMER","M200B","1","A",14,16,"HUDSON, P.J.","1","Political Economy of Race","255",4
"19F","AF AMER","M200B","1","A-",1,16,"HUDSON, P.J.","1","Political Economy of Race","255",3.7
"19F","AF AMER","M200B","1","B+",1,16,"HUDSON, P.J.","1","Political Economy of Race","255",3.3
"19F","AF AMER","C291","1","A",13,13,"LACAYO, C.O.","1","Special Topics in Afro-American Studies","255",4
"19F","AF AMER","C291","2","A+",4,12,"BROWN, S.D.","1","Special Topics in Afro-American Studies","255",4
"19F","AF AMER","C291","2","A",7,12,"BROWN, S.D.","1","Special Topics in Afro-American Studies","255",4
"19F","AF AMER","C291","2","I",1,12,"BROWN, S.D.","1","Special Topics in Afro-American Studies","255",0
"19F","AM IND","M10","1","A+",36,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",4
"19F","AM IND","M10","1","A",114,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",4
"19F","AM IND","M10","1","A-",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",3.7
"19F","AM IND","M10","1","B+",3,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",3.3
"19F","AM IND","M10","1","B",2,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",3
"19F","AM IND","M10","1","B-",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",2.7
"19F","AM IND","M10","1","C+",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",2.3
"19F","AM IND","M10","1","C",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",2
"19F","AM IND","M10","1","F",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",0
"19F","AM IND","M10","1","P",1,161,"ERNEST, M.A.","1","Introduction to American Indian Studies","255",-1
"19F","AM IND","202","1","A+",1,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",4
"19F","AM IND","202","1","A",8,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",4
"19F","AM IND","202","1","A-",1,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",3.7
"19F","AM IND","202","1","B+",1,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",3.3
"19F","AM IND","202","1","C+",1,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",2.3
"19F","AM IND","202","1","I",2,14,"MITHLO, N.M.","1","Key Theories and Concepts in American Indian Studies","255",0
"19F","AN N EA","10W","1","A",28,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",4
"19F","AN N EA","10W","1","A-",28,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",3.7
"19F","AN N EA","10W","1","B+",17,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",3.3
"19F","AN N EA","10W","1","B",15,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",3
"19F","AN N EA","10W","1","B-",1,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",2.7
"19F","AN N EA","10W","1","C+",1,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",2.3
"19F","AN N EA","10W","1","C",4,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",2
"19F","AN N EA","10W","1","F",1,95,"SMOAK, J.D.","1","Jerusalem: Holy City","255",0
"19F","AN N EA","15W","1","A+",30,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",4
"19F","AN N EA","15W","1","A",74,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",4
"19F","AN N EA","15W","1","A-",34,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",3.7
"19F","AN N EA","15W","1","B+",14,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",3.3
"19F","AN N EA","15W","1","B",20,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",3
"19F","AN N EA","15W","1","B-",6,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",2.7
"19F","AN N EA","15W","1","C+",2,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",2.3
"19F","AN N EA","15W","1","C",4,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",2
"19F","AN N EA","15W","1","F",5,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",0
"19F","AN N EA","15W","1","NP",1,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",-2
"19F","AN N EA","15W","1","P",5,195,"COONEY, K.M.","1","Women and Power in Ancient World","255",-1
"19F","AN N EA","15W","3","A+",2,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",4
"19F","AN N EA","15W","3","A",21,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",4
"19F","AN N EA","15W","3","A-",7,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",3.7
"19F","AN N EA","15W","3","B+",1,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",3.3
"19F","AN N EA","15W","3","B",1,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",3
"19F","AN N EA","15W","3","B-",2,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",2.7
"19F","AN N EA","15W","3","C+",1,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",2.3
"19F","AN N EA","15W","3","I",2,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",0
"19F","AN N EA","15W","3","P",3,40,"COONEY, K.M.","1","Women and Power in Ancient World","255",-1
"19F","AN N EA","M50A","1","A+",22,62,"BURKE, A.A.","1","First Civilizations","255",4
"19F","AN N EA","M50A","1","A",11,62,"BURKE, A.A.","1","First Civilizations","255",4
"19F","AN N EA","M50A","1","A-",8,62,"BURKE, A.A.","1","First Civilizations","255",3.7
"19F","AN N EA","M50A","1","B+",4,62,"BURKE, A.A.","1","First Civilizations","255",3.3
"19F","AN N EA","M50A","1","B",6,62,"BURKE, A.A.","1","First Civilizations","255",3
"19F","AN N EA","M50A","1","B-",4,62,"BURKE, A.A.","1","First Civilizations","255",2.7
"19F","AN N EA","M50A","1","C+",2,62,"BURKE, A.A.","1","First Civilizations","255",2.3
"19F","AN N EA","M50A","1","C-",2,62,"BURKE, A.A.","1","First Civilizations","255",1.7
"19F","AN N EA","M50A","1","D",2,62,"BURKE, A.A.","1","First Civilizations","255",1
"19F","AN N EA","M50A","1","F",1,62,"BURKE, A.A.","1","First Civilizations","255",0
"19F","AN N EA","M60","1","A+",5,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",4
"19F","AN N EA","M60","1","A",9,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",4
"19F","AN N EA","M60","1","A-",4,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",3.7
"19F","AN N EA","M60","1","B",3,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",3
"19F","AN N EA","M60","1","B-",2,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",2.7
"19F","AN N EA","M60","1","C-",2,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",1.7
"19F","AN N EA","M60","1","D",1,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",1
"19F","AN N EA","M60","1","D-",1,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",0.7
"19F","AN N EA","M60","1","F",1,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",0
"19F","AN N EA","M60","1","NP",1,29,"SHAYEGAN, M.R.","1","Achaemenid Civilization and Empire of Alexander","255",-2
"19F","AN N EA","C177","1","A+",1,11,"WINNERMAN, J.P.","1","Variable Topics in Ancient Near East","255",4
"19F","AN N EA","C177","1","A",2,11,"WINNERMAN, J.P.","1","Variable Topics in Ancient Near East","255",4
"19F","AN N EA","C177","1","A-",3,11,"WINNERMAN, J.P.","1","Variable Topics in Ancient Near East","255",3.7
"19F","AN N EA","C177","1","B+",3,11,"WINNERMAN, J.P.","1","Variable Topics in Ancient Near East","255",3.3
"19F","AN N EA","C177","1","I",2,11,"WINNERMAN, J.P.","1","Variable Topics in Ancient Near East","255",0
"19F","ANTHRO","2","1","A+",61,315,"SMITH, M.L.","1","Archaeology: Introduction","255",4
"19F","ANTHRO","2","1","A",63,315,"SMITH, M.L.","1","Archaeology: Introduction","255",4
"19F","ANTHRO","2","1","A-",35,315,"SMITH, M.L.","1","Archaeology: Introduction","255",3.7
"","","","","",NA,NA,"","","","",0
"19F","ANTHRO","2","1","B+",41,315,"SMITH, M.L.","1","Archaeology: Introduction","255",3.3
"19F","ANTHRO","2","1","B",27,315,"SMITH, M.L.","1","Archaeology: Introduction","255",3
"19F","ANTHRO","2","1","B-",23,315,"SMITH, M.L.","1","Archaeology: Introduction","255",2.7
"19F","ANTHRO","2","1","C+",9,315,"SMITH, M.L.","1","Archaeology: Introduction","255",2.3
"19F","ANTHRO","2","1","C",7,315,"SMITH, M.L.","1","Archaeology: Introduction","255",2
"19F","ANTHRO","2","1","C-",11,315,"SMITH, M.L.","1","Archaeology: Introduction","255",1.7
"19F","ANTHRO","2","1","D+",2,315,"SMITH, M.L.","1","Archaeology: Introduction","255",1.3
"19F","ANTHRO","2","1","D",4,315,"SMITH, M.L.","1","Archaeology: Introduction","255",1
"19F","ANTHRO","2","1","D-",2,315,"SMITH, M.L.","1","Archaeology: Introduction","255",0.7
"19F","ANTHRO","2","1","F",4,315,"SMITH, M.L.","1","Archaeology: Introduction","255",0
"19F","ANTHRO","2","1","NP",2,315,"SMITH, M.L.","1","Archaeology: Introduction","255",-2
"19F","ANTHRO","2","1","P",24,315,"SMITH, M.L.","1","Archaeology: Introduction","255",-1
"19F","ANTHRO","3","1","A+",6,298,"YAN, Y.","1","Culture and Society","255",4
"19F","ANTHRO","3","1","A",58,298,"YAN, Y.","1","Culture and Society","255",4
"19F","ANTHRO","3","1","A-",66,298,"YAN, Y.","1","Culture and Society","255",3.7
"19F","ANTHRO","3","1","B+",76,298,"YAN, Y.","1","Culture and Society","255",3.3
